Name,Url
AMSRE_Surface_Precipitation_Rate_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Surface_Precipitation.xml
AMSRE_Surface_Rain_Rate_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Surface_Rain_Rate_Day.xml
AMSRE_Surface_Rain_Rate_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Surface_Rain_Rate_Night.xml
AMSRE_Columnar_Water_Vapor_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Column_Water_Vapor.xml
AMSRE_Columnar_Water_Vapor_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Column_Water_Vapor.xml
AMSRE_Sea_Ice_Concentration_12km,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Sea_Ice_Concentration_12km.xml
AMSRE_Snow_Depth_Over_Ice,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Snow_Depth_Over_Ice.xml
AMSRE_Sea_Ice_Concentration_25km,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Sea_Ice_Concentration_25km.xml
AMSRE_Sea_Ice_Brightness_Temp_89H,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Sea_Ice_Brightness_Temp_89H.xml
AMSRE_Sea_Ice_Brightness_Temp_89V,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSRE_Sea_Ice_Brightness_Temp_89V.xml
AIRS_L2_Methane_400hPa_Volume_Mixing_Ratio_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L2_Methane_400hPa_Volume_Mixing_Ratio_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L2_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L2_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L2_Cloud_Top_Height_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Cloud_Top_Height.xml
AIRS_L2_Cloud_Top_Height_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Cloud_Top_Height.xml
AIRS_L2_Dust_Score_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Dust_Score.xml
AIRS_L2_Dust_Score_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Dust_Score.xml
AIRS_L2_RelativeHumidity_500hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_RelativeHumidity_500hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_RelativeHumidity_700hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_RelativeHumidity_700hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_RelativeHumidity_850hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_RelativeHumidity_850hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_Surface_Relative_Humidity_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_Surface_Relative_Humidity_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_RelativeHumidity.xml
AIRS_L2_Surface_Air_Temperature_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Surface_Air_Temperature_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Sulfur_Dioxide_Brightness_Temperature_Difference_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Sulfur_Dioxide_Brightness_Temp_Difference.xml
AIRS_L2_Sulfur_Dioxide_Brightness_Temperature_Difference_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Sulfur_Dioxide_Brightness_Temp_Difference.xml
AIRS_L2_Surface_Skin_Temperature_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Surface_Skin_Temperature_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_500hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_500hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_700hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_700hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_850hPa_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Temperature_850hPa_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Temperature.xml
AIRS_L2_Total_Cloud_Fraction_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Total_Cloud_Fraction.xml
AIRS_L2_Total_Cloud_Fraction_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Total_Cloud_Fraction.xml
AIRS_L3_All_Sky_Outgoing_Longwave_Radiation_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_All_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_All_Sky_Outgoing_Longwave_Radiation_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_All_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_All_Sky_Outgoing_Longwave_Radiation_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_All_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_All_Sky_Outgoing_Longwave_Radiation_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_All_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_Methane_400hPa_Volume_Mixing_Ratio_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L3_Methane_400hPa_Volume_Mixing_Ratio_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L3_Methane_400hPa_Volume_Mixing_Ratio_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L3_Methane_400hPa_Volume_Mixing_Ratio_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Methane_Volume_Mixing_Ratio.xml
AIRS_L3_Carbon_Dioxide_AIRS_AMSU_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Dioxide_AIRS_AMSU_Monthly.xml
AIRS_L3_Carbon_Dioxide_IR_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Dioxide_IR_Monthly.xml
AIRS_L3_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L3_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L3_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L3_Carbon_Monoxide_500hPa_Volume_Mixing_Ratio_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Carbon_Monoxide_Volume_Mixing_Ratio.xml
AIRS_L3_Clear_Sky_Outgoing_Longwave_Radiation_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Clear_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_Clear_Sky_Outgoing_Longwave_Radiation_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Clear_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_Clear_Sky_Outgoing_Longwave_Radiation_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Clear_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_Clear_Sky_Outgoing_Longwave_Radiation_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Clear_Sky_Outgoing_Longwave_Radiation.xml
AIRS_L3_Surface_Relative_Humidity_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Relative_Humidity_Daily_Day.xml
AIRS_L3_Surface_Relative_Humidity_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Relative_Humidity_Daily_Night.xml
AIRS_L3_Surface_Relative_Humidity_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Relative_Humidity_Monthly_Day.xml
AIRS_L3_Surface_Relative_Humidity_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Relative_Humidity_Monthly_Night.xml
AIRS_L3_Surface_Air_Temperature_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Air_Temperature_Daily_Day.xml
AIRS_L3_Surface_Air_Temperature_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Air_Temperature_Daily_Night.xml
AIRS_L3_Surface_Air_Temperature_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Air_Temperature_Monthly_Day.xml
AIRS_L3_Surface_Air_Temperature_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Air_Temperature_Monthly_Night.xml
AIRS_L3_Surface_Skin_Temperature_Daily_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Skin_Temperature_Daily_Day.xml
AIRS_L3_Surface_Skin_Temperature_Daily_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Skin_Temperature_Daily_Night.xml
AIRS_L3_Surface_Skin_Temperature_Monthly_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Skin_Temperature_Monthly_Day.xml
AIRS_L3_Surface_Skin_Temperature_Monthly_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Surface_Skin_Temperature_Monthly_Night.xml
AIRS_Prata_SO2_Index_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Prata_SO2_Index_Day.xml
AIRS_Prata_SO2_Index_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Prata_SO2_Index_Night.xml
AIRS_Precipitation_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Precipitation_Day.xml
AIRS_Precipitation_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AIRS_Precipitation_Night.xml
AMSUA_NOAA15_Brightness_Temp_Channel_10,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_11,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_12,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_13,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_14,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_15,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_1,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_2,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_3,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_4,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_5,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_6,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_7,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_8,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA15_Brightness_Temp_Channel_9,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_10,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_11,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_12,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_13,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_14,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_15,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_1,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_2,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_3,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_4,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_5,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_6,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_7,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_8,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA16_Brightness_Temp_Channel_9,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_10,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_11,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_12,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_13,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_14,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_15,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_1,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_2,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_3,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_4,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_5,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_6,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_7,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_8,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
AMSUA_NOAA17_Brightness_Temp_Channel_9,https://gibs.earthdata.nasa.gov/colormaps/v1.0/AMSU_Brightness_Temp.xml
Aquarius_Soil_Moisture_Daily,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Soil_Moisture_Daily.xml
Aquarius_Soil_Moisture_Weekly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Soil_Moisture_Weekly.xml
Aquarius_Sea_Surface_Salinity_L3_7Day_RunningMean,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Sea_Surface_Salinity_L3_7Day_RunningMean.xml
Aquarius_Sea_Surface_Salinity_L3_7Day_Snapshot,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Sea_Surface_Salinity_L3_7Day_Snapshot.xml
Aquarius_Sea_Surface_Salinity_L3_Daily,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Sea_Surface_Salinity_L3_Daily.xml
Aquarius_Sea_Surface_Salinity_L3_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Sea_Surface_Salinity_L3_Monthly.xml
Aquarius_Sea_Surface_Salinity_L3_3Month,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Sea_Surface_Salinity_L3_3Month.xml
Aquarius_Wind_Speed_L3_7Day_Snapshot,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Wind_Speed_L3_7Day_Snapshot.xml
Aquarius_Wind_Speed_L3_Daily,https://gibs.earthdata.nasa.gov/colormaps/v1.3/Aquarius_Wind_Speed_L3_Daily.xml
ASTER_GDEM_Color_Index,https://gibs.earthdata.nasa.gov/colormaps/v1.3/ASTER_GDEM_Color_Index.xml
ASTER_GDEM_Color_Shaded_Relief,Null
ASTER_GDEM_Greyscale_Shaded_Relief,Null
AMSRU2_Snow_Water_Equivalent_5Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Snow_Water_Equivalent.xml
AMSRU2_Snow_Water_Equivalent_Daily,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Snow_Water_Equivalent.xml
AMSRU2_Soil_Moisture_NPD_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Soil_Moisture.xml
AMSRU2_Soil_Moisture_NPD_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Soil_Moisture.xml
AMSRU2_Soil_Moisture_SCA_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Soil_Moisture.xml
AMSRU2_Soil_Moisture_SCA_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Soil_Moisture.xml
AMSRU2_Snow_Water_Equivalent_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Snow_Water_Equivalent.xml
AMSRU2_Cloud_Liquid_Water_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Cloud_Liquid_Water.xml
AMSRU2_Cloud_Liquid_Water_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Cloud_Liquid_Water.xml
AMSRU2_Wind_Speed_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Wind_Speed.xml
AMSRU2_Wind_Speed_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Wind_Speed.xml
AMSRU2_Total_Precipitable_Water_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Total_Precipitable_Water.xml
AMSRU2_Total_Precipitable_Water_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Total_Precipitable_Water.xml
AMSRU2_Surface_Precipitation_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Surface_Precipitation.xml
AMSRU2_Surface_Precipitation_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Surface_Precipitation.xml
AMSRU2_Columnar_Water_Vapor_Day,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Column_Water_Vapor.xml
AMSRU2_Columnar_Water_Vapor_Night,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Column_Water_Vapor.xml
AMSRU2_Sea_Ice_Concentration_12km,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Sea_Ice_Concentration.xml
AMSRU2_Sea_Ice_Concentration_25km,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Sea_Ice_Concentration.xml
AMSRU2_Sea_Ice_Brightness_Temp_6km_89H,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Sea_Ice_Brightness_Temp.xml
AMSRU2_Sea_Ice_Brightness_Temp_6km_89V,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AMSR_Sea_Ice_Brightness_Temp.xml
AVISO_Absolute_Dynamic_Topography,https://gibs.earthdata.nasa.gov/colormaps/v1.3/AVISO_Absolute_Dynamic_Topography.xml
BlueMarble_NextGeneration,Null
BlueMarble_ShadedRelief,Null
BlueMarble_ShadedRelief_Bathymetry,Null
CALIPSO_Wide_Field_Camera_Radiance_v3-01,Null
CALIPSO_Wide_Field_Camera_Radiance_v3-02,Null
CCMP_REMSS_Scalar_Wind_Speed_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CCMP_REMSS_Scalar_Wind_Speed_Monthly.xml
CCMP_REMSS_Zonal_Wind_Speed_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CCMP_REMSS_Zonal_Wind_Speed_Monthly.xml
CCMP_REMSS_Meridional_Wind_Speed_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CCMP_REMSS_Meridional_Wind_Speed_Monthly.xml
CERES_Combined_Surface_Longwave_Flux_Down_All_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Longwave_Flux_Down_All_Sky_Monthly.xml
CERES_Combined_Surface_Longwave_Flux_Up_All_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Longwave_Flux_Up_All_Sky_Monthly.xml
CERES_Combined_Surface_Longwave_Flux_Down_Clear_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Longwave_Flux_Down_Clear_Sky_Monthly.xml
CERES_Combined_Surface_Longwave_Flux_Up_Clear_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Longwave_Flux_Up_Clear_Sky_Monthly.xml
CERES_Combined_Surface_Shortwave_Flux_Diffuse_All_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Shortwave_Flux_Diffuse_All_Sky_Monthly.xml
CERES_Combined_Surface_Shortwave_Flux_Direct_All_Sky_Monthly,https://gibs.earthdata.nasa.gov/colormaps/v1.3/CERES_Combined_Surface_Shortwave_Flux_Direct_All_Sky_Monthly.xml
